year;month;day;MPShock;StockShock;MP_pm;CBI_pm;MP_median;CBI_median
2020;10;1;0.03;0.012779224;0;0.03;-0.06081726;0.09081726
2020;11;1;0;-0.002968562;0;0;0.01761204;-0.01761204
2020;12;1;0;-0.035019717;0;0;0.20776685;-0.20776685
2021;1;1;0;0.006683252;0;0;-0.03965076;0.03965076
2021;2;1;0;0;0;0;0;0
2021;3;1;0;0.004834392;0;0;-0.02868174;0.02868174
2021;4;1;0;-0.027586894;0;0;0.163669;-0.163669
2021;5;1;0;0;0;0;0;0
2021;6;1;0;-0.010981644;0;0;0.06515249;-0.06515249
2021;7;1;0;-0.000566169;0;0;0.003359;-0.003359
2021;8;1;0;0;0;0;0;0
2021;9;1;-0.01;0.006075709;-0.01;0;-0.04104629;0.03104629
2021;10;1;0.17;-0.002542612;0.17;0;0.10008494;0.06991506
2021;11;1;0;0;0;0;0;0
2021;12;1;0;-0.010166196;0;0;0.06031455;-0.06031455
2022;1;1;0.25;0.004610722;0;0.25;0.09764526;0.15235474
2022;2;1;0;0;0;0;0;0
2022;3;1;-0.5;0.006666753;-0.5;0;-0.28955287;-0.21044713
2022;4;1;0;0.012851792;0;0;-0.0762478;0.0762478
2022;5;1;0;0;0;0;0;0
2022;6;1;0;0.026187123;0;0;-0.15536436;0.15536436
2022;7;1;0;-0.018582655;0;0;0.11024817;-0.11024817
2022;8;1;0;0;0;0;0;0
2022;9;1;-0.5;-0.006660743;0;-0.5;-0.21048279;-0.28951721
2022;10;1;0;0.009652451;0;0;-0.05726658;0.05726658
2022;11;1;0;0;0;0;0;0
2022;12;1;0;0.003172605;0;0;-0.0188226;0.0188226
2023;1;1;-0.25;-0.004419147;0;-0.25;-0.09878185;-0.15121815
2023;2;1;0;0;0;0;0;0
2023;3;1;0;0.009748553;0;0;-0.05783674;0.05783674
2023;4;1;0.25;-0.034643655;0.25;0;0.33053573;-0.08053573
2023;5;1;0;0;0;0;0;0
2023;6;1;0;0.000590863;0;0;-0.0035055;0.0035055
2023;7;1;0;0.003526591;0;0;-0.02092275;0.02092275
2023;8;1;0;0;0;0;0;0
2023;9;1;0;-0.008550772;0;0;0.05073048;-0.05073048
2023;10;1;0;0.000220534;0;0;-0.0013084;0.0013084
2023;11;1;0;0;0;0;0;0
2023;12;1;0;-0.005669139;0;0;0.03363417;-0.03363417
2024;1;1;0.25;0.000861326;0;0.25;0.11988988;0.13011012
2024;2;1;0;0;0;0;0;0
2024;3;1;0;-0.008588996;0;0;0.05095726;-0.05095726
2024;4;1;0;0.015665239;0;0;-0.09293957;0.09293957
2024;5;1;0;0;0;0;0;0
2024;6;1;0;0.001960565;0;0;-0.01163174;0.01163174
2024;7;1;0;-0.002924686;0;0;0.01735173;-0.01735173
2024;8;1;0;0;0;0;0;0
2024;9;1;0;-0.000344204;0;0;0.00204211;-0.00204211
2024;10;1;0;-0.004175187;0;0;0.02477077;-0.02477077
2024;11;1;0;0;0;0;0;0
2024;12;1;0.25;0.015246321;0;0.25;0.03454581;0.21545419
2025;1;1;0.25;-0.011174482;0.25;0;0.19129656;0.05870344
2025;2;1;0;0;0;0;0;0
2025;3;1;0.07;0.014019254;0;0.07;-0.04817418;0.11817418
2025;4;1;-0.21;0.003342995;-0.21;0;-0.1248335;-0.0851665
2025;5;1;0.05;0;0;0.05;0.025;0.025
2025;6;1;0.17;0.003864658;0;0.17;0.06207155;0.10792845
