year,month,day,MPShock,StockShock,MP_pm,CBI_pm,MP_median,CBI_median
2022,1,1,0.133,0.004610722,0,0.133,0.02622474,0.10677526
2022,2,1,0,0,0,0,0,0
2022,3,1,-0.467,0.006666753,-0.467,-0,-0.29173497,-0.17526503
2022,4,1,-0.046,0.012851792,-0.046,-0,-0.1352621,0.0892621
2022,5,1,0,0,0,0,0,0
2022,6,1,0.003,0.026187123,0,0.003,-0.22724797,0.23024797
2022,7,1,0.017,-0.018582655,0.017,0,0.17082194,-0.15382194
2022,8,1,0,0,0,0,0,0
2022,9,1,-0.349,-0.006660743,-0,-0.349,-0.11631753,-0.23268247
2022,10,1,-0.016,0.009652451,-0.016,-0,-0.09231543,0.07631543
2022,11,1,0,0,0,0,0,0
2022,12,1,0.201,0.003172605,0,0.201,0.07278688,0.12821312
2023,1,1,0.083,-0.004419147,0.083,0,0.08010183,0.00289817
2023,2,1,0,0,0,0,0,0
2023,3,1,0.013,0.009748553,0,0.013,-0.0786549,0.0916549
2023,4,1,0.133,-0.034643655,0.133,0,0.36911689,-0.23611689
2023,5,1,0,0,0,0,0,0
2023,6,1,0.002,0.000590863,0,0.002,-0.00416127,0.00616127
2023,7,1,0,0.003526591,0,0,-0.03080524,0.03080524
2023,8,1,0,0,0,0,0,0
2023,9,1,0.011,-0.008550772,0.011,0,0.08019212,-0.06919212
2023,10,1,-0.001,0.000220534,-0.001,-0,-0.00242639,0.00142639
2023,11,1,0,0,0,0,0,0
2023,12,1,-0.1,-0.005669139,-0,-0.1,-0.00047932,-0.09952068
2024,1,1,0.183,0.000861326,0,0.183,0.0839762,0.0990238
2024,2,1,0,0,0,0,0,0
2024,3,1,-0.018,-0.008588996,-0,-0.018,0.06602601,-0.08402601
2024,4,1,-0.022,0.015665239,-0.022,-0,-0.14783793,0.12583793
2024,5,1,0,0,0,0,0,0
2024,6,1,0.028,0.001960565,0,0.028,-0.00312579,0.03112579
2024,7,1,0.012,-0.002924686,0.012,0,0.03154752,-0.01954752
2024,8,1,0,0,0,0,0,0
2024,9,1,0.078,-0.000344204,0.078,0,0.04200667,0.03599333
2024,10,1,0.017,-0.004175187,0.017,0,0.04497081,-0.02797081
2024,11,1,0,0,0,0,0,0
2024,12,1,0.237,0.015246321,0,0.237,-0.01467862,0.25167862
2025,1,1,0.145,-0.011174482,0.145,0,0.17011057,-0.02511057
2025,2,1,0,0,0,0,0,0
2025,3,1,0,0.014019254,0,0,-0.12246003,0.12246003
2025,4,1,-0.25,0.003342995,-0.25,-0,-0.1542015,-0.0957985
2025,5,1,0,0,0,0,0,0
2025,6,1,0,0.003864658,0,0,-0.0337583,0.0337583
